year_film,category,nominee,movie_title,sagwin
2019,picture,,bombshell,False
2019,picture,,the irishman,False
2019,picture,,jojo rabbit,False
2019,picture,,once upon a time...in hollywood,False
2019,picture,,parasite,True
2019,actress,cynthia erivo,harriet,False
2019,actress,scarlett johansson,marriage story,False
2019,actress,lupita nyong'o,us,False
2019,actress,charlize theron,bombshell,False
2019,actress,renée zellweger,judy,True
2019,actor,christian bale,ford v ferrari,False
2019,actor,leonardo dicaprio,once upon a time...in hollywood,False
2019,actor,adam driver,marriage story,False
2019,actor,taron egerton,rocketman,False
2019,actor,joaquin phoenix,joker,True
2019,supporting actress,laura dern,marriage story,True
2019,supporting actress,scarlett johansson,jojo rabbit,False
2019,supporting actress,nicole kidman,bombshell,False
2019,supporting actress,jennifer lopez,hustlers,False
2019,supporting actress,margot robbie,bombshell,False
2019,supporting actor,jamie foxx,just mercy,False
2019,supporting actor,tom hanks,a beautiful day in the neighborhood,False
2019,supporting actor,al pacino,the irishman,False
2019,supporting actor,joe pesci,the irishman,False
2019,supporting actor,brad pitt,once upon a time...in hollywood,True
2019,tv,,big little lies,False
2019,tv,,the crown,True
2019,tv,,game of thrones,False
2019,tv,,the handmaid's tale,False
2019,tv,,stranger things,False
2019,tv,jennifer aniston,the morning show,True
2019,tv,helena bonham carter,the crown,False
2019,tv,olivia colman,the crown,False
2019,tv,jodie comer,killing eve,False
2019,tv,elisabeth moss,the handmaid's tale,False
2019,tv,sterling k brown,this is us,False
2019,tv,steve carell,the morning show,False
2019,tv,billy crudup,the morning show,False
2019,tv,peter dinklage,game of thrones,True
2019,tv,david harbour,stranger things,False
2019,tv,,barry,False
2019,tv,,fleabag,False
2019,tv,,the kominsky method,False
2019,tv,,the marvelous mrs. maisel,True
2019,tv,,schitt's creek,False
2019,tv,christina applegate,dead to me,False
2019,tv,alex borstein,the marvelous mrs. maisel,False
2019,tv,rachel brosnahan,the marvelous mrs. maisel,False
2019,tv,catherine o'hara,schitt's creek,False
2019,tv,phoebe waller-bridge,fleabag,True
2019,tv,alan arkin,the kominsky method,False
2019,tv,michael douglas,the kominsky method,False
2019,tv,bill hader,barry,False
2019,tv,andrew scott,fleabag,False
2019,tv,tony shalhoub,the marvelous mrs. maisel,True
2019,tv,patricia arquette,the act,False
2019,tv,toni collette,unbelieveable,False
2019,tv,joey king,the act,False
2019,tv,emily watson,chernobyl,False
2019,tv,michelle williams,fosse/verdon,True
2019,tv,mahershala ali,true detective,False
2019,tv,russell crowe,the loudest voice,False
2019,tv,jared harris,chernobyl,False
2019,tv,jharrel jerome,when they see us,False
2019,tv,sam rockwell,fosse/verdon,True
2019,stunt,,avengers: endgame,True
2019,stunt,,ford v ferrari,False
2019,stunt,,the irishman,False
2019,stunt,,joker,False
2019,stunt,,once upon a time...in hollywood,False
2019,tv,,game of thrones,True
2019,tv,,glow,False
2019,tv,,stranger things,False
2019,tv,,the walking dead,False
2019,tv,,watchmen,False
2018,picture,,a star is born ,False
2018,picture,andrew dice clay,a star is born ,False
2018,picture,anthony ramos,a star is born,False
2018,picture,bradley cooper,a star is born ,False
2018,picture,dave chappelle,a star is born,False
2018,picture,lady gaga,a star is born ,False
2018,picture,rafi gavron,a star is born ,False
2018,picture,sam elliott,a star is born,False
2018,picture,,black panther,True
2018,picture,andy serkis ,black panther,True
2018,picture,angela bassett,black panther,True
2018,picture,chadwick boseman,black panther,True
2018,picture,danai gurira,black panther,True
2018,picture,daniel kaluuya,black panther,True
2018,picture,forest  whitaker,black panther,True
2018,picture,letitia wright,black panther,True
2018,picture,lupita nyong’o,black panther,True
2018,picture,martin freeman,black panther,True
2018,picture,michael b jordan,black panther,True
2018,picture,sterling k brown,black panther,True
2018,picture,winston duke,black panther,True
2018,picture,,blackkklansman,False
2018,picture,adam driver,blackkklansman,False
2018,picture,corey hawkins,blackkklansman,False
2018,picture,harry belafonte,blackkklansman,False
2018,picture,john david washington,blackkklansman,False
2018,picture,laura harrier,blackkklansman,False
2018,picture,topher grace,blackkklansman,False
2018,picture,,bohemian rhapsody ,False
2018,picture,aidan gillen,bohemian rhapsody ,False
2018,picture,allen leech,bohemian rhapsody,False
2018,picture,ben hardy,bohemian rhapsody,False
2018,picture,gwilym lee,bohemian rhapsody,False
2018,picture,joe mazzello,bohemian rhapsody,False
2018,picture,lucy boynton,bohemian rhapsody,False
2018,picture,mike myers,bohemian rhapsody,False
2018,picture,rami malek,bohemian rhapsody,False
2018,picture,tom hollander,bohemian rhapsody,False
2018,picture,,crazy rich asians,False
2018,picture, awkwafina,crazy rich asians,False
2018,picture,constance wu,crazy rich asians,False
2018,picture,gemma chan,crazy rich asians,False
2018,picture,henry golding,crazy rich asians,False
2018,picture,ken jeong,crazy rich asians,False
2018,picture,lisa lu,crazy rich asians,False
2018,picture,michelle yeoh,crazy rich asians,False
2018,tv,,atlanta,False
2018,tv,brian tyree henry,atlanta,False
2018,tv,donald glover,atlanta,False
2018,tv,khris davis,atlanta,False
2018,tv,lakeith stanfield,atlanta,False
2018,tv,,barry,False
2018,tv,alejandro furth,barry,False
2018,tv,andy carey,barry,False
2018,tv,anthony carrigan,barry,False
2018,tv,bill hader,barry,False
2018,tv,d'arcy carden,barry,False
2018,tv,darrell britt-gibson,barry,False
2018,tv,glenn fleshler,barry,False
2018,tv,henry winkler ,barry,False
2018,tv,john pirruccello,barry,False
2018,tv,kirby howell-baptiste,barry,False
2018,tv,paula newsome,barry,False
2018,tv,rightor doyle,barry,False
2018,tv,sarah goldberg,barry,False
2018,tv,stephen root,barry,False
2018,tv,,glow,False
2018,tv,alison brie,glow,False
2018,tv,bashir salahuddin,glow,False
2018,tv,betty gilpin,glow,False
2018,tv,britney young,glow,False
2018,tv,britt baron,glow,False
2018,tv,chris lowell,glow,False
2018,tv,ellen wong,glow,False
2018,tv,gayle rankin,glow,False
2018,tv,jackie tohn,glow,False
2018,tv,kate nash,glow,False
2018,tv,kia stevens,glow,False
2018,tv,kimmy gatewood,glow,False
2018,tv,marc maron,glow,False
2018,tv,rebekka johnson,glow,False
2018,tv,shakira barrera,glow,False
2018,tv,sunita mani,glow,False
2018,tv,sydelle noel,glow,False
2018,tv,victor quinaz,glow,False
2018,tv,wyatt nash,glow,False
2018,tv,,the kominsky method ,False
2018,tv,alan arkin,the kominsky method ,False
2018,tv,ashleigh lathrop,the kominsky method,False
2018,tv,casey thomas brown,the kominsky method,False
2018,tv,emily osment,the kominsky method,False
2018,tv,graham rogers,the kominsky method,False
2018,tv,jenna lyng adams,the kominsky method ,False
2018,tv,melissa tang,the kominsky method,False
2018,tv,michael  douglas,the kominsky method,False
2018,tv,nancy travis,the kominsky method,False
2018,tv,sarah baker,the kominsky method,False
2018,tv,susan sullivan,the kominsky method,False
2018,tv,,the marvelous mrs. maisel,True
2018,tv,alex borstein,the marvelous mrs. maisel,True
2018,tv,brian tarantina,the marvelous mrs. maisel,True
2018,tv,caroline aaron,the marvelous mrs. maisel,True
2018,tv,kevin pollak,the marvelous mrs. maisel,True
2018,tv,marin hinkle,the marvelous mrs. maisel,True
2018,tv,michael zegen,the marvelous mrs. maisel,True
2018,tv,rachel brosnahan,the marvelous mrs. maisel,True
2018,tv,tony shalhoub,the marvelous mrs. maisel,True
2018,tv,zachary levi,the marvelous mrs. maisel,True
2018,tv,,better call saul,False
2018,tv,bob odenkirk ,better call saul,False
2018,tv,giancarlo esposito,better call saul,False
2018,tv,jonathan banks,better call saul,False
2018,tv,michael mando,better call saul,False
2018,tv,rainer bock,better call saul,False
2018,tv,ray campbell,better call saul,False
2018,tv,rhea seehorn,better call saul,False
2018,tv,,ozark,False
2018,tv,carson holmes,ozark,False
2018,tv,charlie tahan,ozark,False
2018,tv,darren goldstein,ozark,False
2018,tv,harris yulin,ozark,False
2018,tv,janet mcteer,ozark,False
2018,tv,jason bateman ,ozark,False
2018,tv,jason butler,ozark,False
2018,tv,jordana spiro,ozark,False
2018,tv,julia garner,ozark,False
2018,tv,laura linney,ozark,False
2018,tv,lisa emery,ozark,False
2018,tv,peter mullan,ozark,False
2018,tv,robert treveiler,ozark,False
2018,tv,skylar gaertner,ozark,False
2018,tv,sofia hublitz,ozark,False
2018,tv,trevor long,ozark,False
2018,tv,,the americans,False
2018,tv,anthony arkin,the americans,False
2018,tv,brandon j dirden,the americans,False
2018,tv,costa ronin,the americans,False
2018,tv,holly taylor,the americans,False
2018,tv,keidrich sellati,the americans,False
2018,tv,keri russell,the americans,False
2018,tv,laurie holden,the americans,False
2018,tv,margo martindale,the americans,False
2018,tv,matthew rhys,the americans,False
2018,tv,miriam shor,the americans,False
2018,tv,noah emmerich,the americans,False
2018,tv,scott cohen,the americans,False
2018,tv,,the handmaid's tale,False
2018,tv,alexis bledel,the handmaid's tale,False
2018,tv,amanda brugel,the handmaid's tale,False
2018,tv,ann dowd,the handmaid's tale,False
2018,tv,bahia watson,the handmaid's tale,False
2018,tv,elisabeth moss,the handmaid's tale,False
2018,tv,joseph fiennes,the handmaid's tale,False
2018,tv,madeline brewer,the handmaid's tale,False
2018,tv,max minghella,the handmaid's tale,False
2018,tv,nina kiri,the handmaid's tale,False
2018,tv,o-t fagbenle,the handmaid's tale,False
2018,tv,sydney sweeney,the handmaid's tale,False
2018,tv,yvonne strahovski,the handmaid's tale,False
2018,tv,,this is us,True
2018,tv,chris sullivan,this is us,True
2018,tv,chrissy metz,this is us,True
2018,tv,eris baker,this is us,True
2018,tv,faithe herman ,this is us,True
2018,tv,hannah zeile,this is us,True
2018,tv,jon huertas,this is us,True
2018,tv,justin hartley,this is us,True
2018,tv,lyric ross,this is us,True
2018,tv,mackenzie hancsicsak,this is us,True
2018,tv,mandy moore,this is us,True
2018,tv,melanie liburd,this is us,True
2018,tv,milo ventimiglia,this is us,True
2018,tv,niles fitch,this is us,False
2018,tv,sterling k brown,this is us,True
2018,tv,susan kelechi watson,this is us,True
2018,tv,alison brie,glow,False
2018,tv,jane fonda,grace and frankie,False
2018,tv,lily tomlin,grace and frankie,False
2018,tv,alex borstein,the marvelous mrs. maisel,False
2018,tv,rachel brosnahan,the marvelous mrs. maisel,True
2018,tv,robin wright ,house of cards,False
2018,tv,sandra oh,killing eve,True
2018,tv,julia garner,ozark,False
2018,tv,laura linney,ozark,False
2018,tv,elisabeth moss,the handmaid's tale,False
2018,actress,lady gaga,a star is born ,False
2018,actress,melissa mccarthy,can you ever forgive me?,False
2018,actress,emily blunt,mary poppins returns,False
2018,actress,olivia colman,the favourite,False
2018,actress,glenn close,the wife,True
2018,supporting actress,emily blunt,a quiet place,True
2018,supporting actress,margot robbie,mary queen of scots,False
2018,supporting actress,emma stone,the favourite,False
2018,supporting actress,rachel weisz,the favourite,False
2018,supporting actress,amy adams,vice,False
2018,tv,patricia arquette ,escape at dannemora,True
2018,tv,emma stone,maniac,False
2018,tv,amy adams,sharp objects,False
2018,tv,patricia clarkson,sharp objects,False
2018,tv,penélope cruz,the assassination of gianni versace: american crime story,False
2018,tv,bill hader,barry,False
2018,tv,henry winkler ,barry,False
2018,tv,alan arkin,the kominsky method ,False
2018,tv,michael  douglas,the kominsky method,False
2018,tv,tony shalhoub,the marvelous mrs. maisel,True
2018,tv,bob odenkirk ,better call saul,False
2018,tv,jason bateman ,ozark,True
2018,tv,joseph fiennes,the handmaid's tale,False
2018,tv,sterling k brown,this is us,False
2018,tv,john krasinski,tom clancy's jack ryan,False
2018,actor,bradley cooper,a star is born ,False
2018,actor,john david washington,blackkklansman,False
2018,actor,rami malek,bohemian rhapsody,True
2018,actor,viggo mortensen,green book,False
2018,actor,christian bale,vice,False
2018,supporting actor,sam elliott,a star is born,False
2018,supporting actor,timothée chalamet,beautiful boy ,False
2018,supporting actor,adam driver,blackkklansman,False
2018,supporting actor,richard e grant,can you ever forgive me?,False
2018,supporting actor,mahershala ali,green book,True
2018,tv,hugh grant,a very english scandal,False
2018,tv,antonio banderas,genius: picasso,False
2018,tv,anthony hopkins,king lear,False
2018,tv,darren criss,the assassination of gianni versace: american crime story,True
2018,tv,bill pullman,the sinner,False
2018,tv,,glow,True
2018,tv,,marvel's daredevil,False
2018,tv,,the walking dead,False
2018,tv,,tom clancy's jack ryan,False
2018,tv,,westworld,False
2018,stunt,,ant-man and the wasp,False
2018,stunt,,avengers: infinity war,False
2018,stunt,,black panther,True
2018,stunt,,mission: impossible fallout,False
2018,stunt,,the ballad of buster scruggs,False
2017,picture,,get out,False
2017,picture,allison williams,get out,False
2017,picture,bradley whitford,get out,False
2017,picture,caleb landry jones,get out,False
2017,picture,carey mulligan,get out,False
2017,picture,catherine keener,get out,False
2017,picture,daniel kaluuya,get out,False
2017,picture,lakeith stanfield,get out,False
2017,picture,stephen root,get out,False
2017,picture,,lady bird,False
2017,picture,beanie feldstein,lady bird,False
2017,picture,jordan rodrigues,lady bird,False
2017,picture,laurie metcalf,lady bird,False
2017,picture,lois smith,lady bird,False
2017,picture,lucas hedges,lady bird,False
2017,picture,marielle scott,lady bird,False
2017,picture,odeya rush,lady bird,False
2017,picture,saoirse ronan,lady bird,False
2017,picture,stephen mckinley henderson,lady bird,False
2017,picture,timothée chalamet,lady bird,False
2017,picture,tracy letts,lady bird,False
2017,picture,,mudbound,False
2017,picture,garrett hedlund,mudbound,False
2017,picture,jason clarke,mudbound,False
2017,picture,jason mitchell,mudbound,False
2017,picture,jonathan banks,mudbound,False
2017,picture,mary j blige,mudbound,False
2017,picture,rob morgan,mudbound,False
2017,picture,,the big sick,False
2017,picture,adeel akhtar,the big sick,False
2017,picture,anupam kher,the big sick,False
2017,picture,holly hunter,the big sick,False
2017,picture,kumail nanjiani,the big sick,False
2017,picture,ray romano,the big sick,False
2017,picture,zenobia shroff,the big sick,False
2017,picture,zoe kazan,the big sick,False
2017,picture,,three billboards outside ebbing missouri,True
2017,picture,abbie cornish,three billboards outside ebbing missouri,True
2017,picture,caleb landry jones,three billboards outside ebbing missouri,True
2017,picture,clarke peters,three billboards outside ebbing missouri,True
2017,picture,frances mcdormand,three billboards outside ebbing missouri,True
2017,picture,john hawkes,three billboards outside ebbing missouri,True
2017,picture,lucas hedges,three billboards outside ebbing missouri,True
2017,picture,peter dinklage,three billboards outside ebbing missouri,True
2017,picture,sam rockwell,three billboards outside ebbing missouri,True
2017,picture,samara weaving,three billboards outside ebbing missouri,True
2017,picture,woody harrelson,three billboards outside ebbing missouri,True
2017,picture,željko ivanek,three billboards outside ebbing missouri,True
2017,tv,,black-ish,False
2017,tv,anthony anderson,black-ish,False
2017,tv,deon cole,black-ish,False
2017,tv,jeff meachum,black-ish,False
2017,tv,jenifer lewis,black-ish,False
2017,tv,laurence fishburne,black-ish,False
2017,tv,marcus scribner,black-ish,False
2017,tv,marsai martin,black-ish,False
2017,tv,miles brown,black-ish,False
2017,tv,peter mackenzie,black-ish,False
2017,tv,tracee ellis ross,black-ish,False
2017,tv,yara shahidi,black-ish,False
2017,tv,,curb your enthusiasm,False
2017,tv,cheryl hines,curb your enthusiasm,False
2017,tv,jb smoove,curb your enthusiasm,False
2017,tv,jeff garlin,curb your enthusiasm,False
2017,tv,larry david,curb your enthusiasm,False
2017,tv,susie essman,curb your enthusiasm,False
2017,tv,ted danson,curb your enthusiasm,False
2017,tv,,glow,False
2017,tv,alison brie,glow,False
2017,tv,bashir salahuddin,glow,False
2017,tv,betty gilpin,glow,False
2017,tv,britney young,glow,False
2017,tv,britt baron,glow,False
2017,tv,chris lowell,glow,False
2017,tv,ellen wong,glow,False
2017,tv,gayle rankin,glow,False
2017,tv,jackie tohn,glow,False
2017,tv,kate nash,glow,False
2017,tv,kia stevens,glow,False
2017,tv,kimmy gatewood,glow,False
2017,tv,marc maron,glow,False
2017,tv,marianna palka,glow,False
2017,tv,rebekka johnson,glow,False
2017,tv,rich sommer,glow,False
2017,tv,sunita mani,glow,False
2017,tv,sydelle noel,glow,False
2017,tv,,orange is the new black,False
2017,tv,abigail savage,orange is the new black,False
2017,tv,adrienne c moore,orange is the new black,False
2017,tv,annie golden,orange is the new black,False
2017,tv,asia kate dillon,orange is the new black,False
2017,tv,beth dover,orange is the new black,False
2017,tv,brad william henke,orange is the new black,False
2017,tv,constance shulman,orange is the new black,False
2017,tv,dale soules,orange is the new black,False
2017,tv,daniella de jesus,orange is the new black,False
2017,tv,danielle brooks,orange is the new black,False
2017,tv,dascha polanco,orange is the new black,False
2017,tv,diane guerrero,orange is the new black,False
2017,tv,elizabeth rodriguez,orange is the new black,False
2017,tv,emily althaus,orange is the new black,False
2017,tv,emily tarver,orange is the new black,False
2017,tv,emma myles,orange is the new black,False
2017,tv,evan arthur hall,orange is the new black,False
2017,tv,francesca curran,orange is the new black,False
2017,tv,jackie cruz,orange is the new black,False
2017,tv,jessica pimentel,orange is the new black,False
2017,tv,john palladino,orange is the new black,False
2017,tv,jolene purdy,orange is the new black,False
2017,tv,julie lake,orange is the new black,False
2017,tv,kate mulgrew,orange is the new black,False
2017,tv,kelly karbacz,orange is the new black,False
2017,tv,kimiko glenn,orange is the new black,False
2017,tv,laura gomez,orange is the new black,False
2017,tv,laura prepon,orange is the new black,False
2017,tv,lea delaria,orange is the new black,False
2017,tv,lin tucci,orange is the new black,False
2017,tv,matt peters,orange is the new black,False
2017,tv,michael j harney,orange is the new black,False
2017,tv,michael torpey,orange is the new black,False
2017,tv,mike houston,orange is the new black,False
2017,tv,miriam morales,orange is the new black,False
2017,tv,natasha lyonne,orange is the new black,False
2017,tv,nick dillenburg,orange is the new black,False
2017,tv,nick sandow,orange is the new black,False
2017,tv,rosal colon,orange is the new black,False
2017,tv,selenis leyva,orange is the new black,False
2017,tv,taryn manning,orange is the new black,False
2017,tv,taylor schilling,orange is the new black,False
2017,tv,uzo aduba,orange is the new black,False
2017,tv,vicky jeudy,orange is the new black,False
2017,tv,yael stone,orange is the new black,False
2017,tv,,veep,True
2017,tv,anna chlumsky,veep,True
2017,tv,clea duvall,veep,True
2017,tv,dan bakkedahl,veep,True
2017,tv,gary cole,veep,True
2017,tv,julia louis-dreyfus,veep,True
2017,tv,kevin dunn,veep,True
2017,tv,margaret colin,veep,True
2017,tv,matt walsh,veep,True
2017,tv,nelson franklin,veep,True
2017,tv,paul scheer,veep,True
2017,tv,reid scott,veep,True
2017,tv,sam richardson,veep,True
2017,tv,sarah sutherland,veep,True
2017,tv,timothy simons,veep,True
2017,tv,tony hale,veep,True
2017,tv,,game of thrones,False
2017,tv,aidan gillen,game of thrones,False
2017,tv,alfie allen,game of thrones,False
2017,tv,anton lesser,game of thrones,False
2017,tv,conleth hill,game of thrones,False
2017,tv,emilia clarke,game of thrones,False
2017,tv,gwendoline christie,game of thrones,False
2017,tv,hafbor julius bjornsson,game of thrones,False
2017,tv,iain glen,game of thrones,False
2017,tv,isaac hempstead wright,game of thrones,False
2017,tv,jacob anderson,game of thrones,False
2017,tv,james faulkner,game of thrones,False
2017,tv,jerome flynn,game of thrones,False
2017,tv,jim broadbent,game of thrones,False
2017,tv,john bradley,game of thrones,False
2017,tv,kit harington,game of thrones,False
2017,tv,kristofer hivju ,game of thrones,False
2017,tv,lena heady,game of thrones,False
2017,tv,liam cunningham,game of thrones,False
2017,tv,maisie williams,game of thrones,False
2017,tv,nathalie emmanuel,game of thrones,False
2017,tv,nikolaj coster-waldau,game of thrones,False
2017,tv,peter dinklage,game of thrones,False
2017,tv,pilou asbaek,game of thrones,False
2017,tv,richard dormer,game of thrones,False
2017,tv,richard rycroft,game of thrones,False
2017,tv,rory mccann,game of thrones,False
2017,tv,rupert vansittart,game of thrones,False
2017,tv,sophie turner,game of thrones,False
2017,tv,staz nair,game of thrones,False
2017,tv,tom hopper,game of thrones,False
2017,tv,,stranger things,False
2017,tv,caleb mclaughlin,stranger things,False
2017,tv,cara buono,stranger things,False
2017,tv,catherine curtin,stranger things,False
2017,tv,charlie heaton,stranger things,False
2017,tv,dacre montgomery,stranger things,False
2017,tv,david harbour,stranger things,False
2017,tv,finn wolfhard,stranger things,False
2017,tv,gaten matarazzo,stranger things,False
2017,tv,joe chrest,stranger things,False
2017,tv,joe keery,stranger things,False
2017,tv,millie bobby brown,stranger things,False
2017,tv,natalia dyer,stranger things,False
2017,tv,noah schnapp,stranger things,False
2017,tv,paul reiser,stranger things,False
2017,tv,sadie sink,stranger things,False
2017,tv,sean astin,stranger things,False
2017,tv,winona ryder,stranger things,False
2017,tv,anton lesser,the crown,False
2017,tv,claire foy,the crown,False
2017,tv,matt smith,the crown,False
2017,tv,vanessa kirby,the crown,False
2017,tv,victoria hamilton,the crown,False
2017,tv,,the handmaid's tale,False
2017,tv,amanda brugel,the handmaid's tale,False
2017,tv,ann dowd,the handmaid's tale,False
2017,tv,elisabeth moss,the handmaid's tale,False
2017,tv,joseph fiennes,the handmaid's tale,False
2017,tv,madeline brewer,the handmaid's tale,False
2017,tv,max minghella,the handmaid's tale,False
2017,tv,o-t fagbenle,the handmaid's tale,False
2017,tv,samira wiley,the handmaid's tale,False
2017,tv,tattiawna jones,the handmaid's tale,False
2017,tv,yvonne strahovski,the handmaid's tale,False
2017,tv,,this is us,True
2017,tv,alexandra breckenridge,this is us,True
2017,tv,chris sullivan,this is us,True
2017,tv,chrissy metz,this is us,True
2017,tv,eris baker,this is us,True
2017,tv,faithe herman ,this is us,True
2017,tv,hannah zeile,this is us,True
2017,tv,justin hartley,this is us,True
2017,tv,lonnie chavis,this is us,True
2017,tv,mackenzie hancsicsak,this is us,True
2017,tv,mandy moore,this is us,True
2017,tv,milo ventimiglia,this is us,True
2017,tv,ron cephas jones,this is us,True
2017,tv,sterling k brown,this is us,True
2017,tv,susan kelechi watson,this is us,True
2017,actress,alison brie,glow,False
2017,actress,jane fonda,grace and frankie,False
2017,actress,lily tomlin,grace and frankie,False
2017,actress,uzo aduba,orange is the new black,False
2017,actress,julia louis-dreyfus,veep,True
2017,actress,robin wright,house of cards,False
2017,actress,millie bobby brown,stranger things,False
2017,actress,claire foy,the crown,True
2017,actress,elisabeth moss,the handmaid's tale,False
2017,actress,margot robbie,"i, tonya",False
2017,actress,saoirse ronan,lady bird,False
2017,actress,sally hawkins,the shape of water,False
2017,actress,frances mcdormand,three billboards outside ebbing missouri,True
2017,actress,judi dench,victoria & abdul,False
2017,supporting actress,hong chau,downsizing,False
2017,supporting actress,allison janney,"i, tonya",False
2017,supporting actress,laurie metcalf,lady bird,False
2017,supporting actress,mary j blige,mudbound,False
2017,supporting actress,holly hunter,the big sick,False
2017,tv,laura dern,big little lies,False
2017,tv,nicole kidman,big little lies,True
2017,tv,reese witherspoon,big little lies,False
2017,tv,jessica  lange,feud: bette and joan,False
2017,tv,susan sarandon,feud: bette and joan,False
2017,actor,anthony anderson,black-ish,False
2017,actor,larry david,curb your enthusiasm,False
2017,actor,marc maron,glow,False
2017,actor,aziz ansari,master of none,False
2017,actor,william h macy,shameless,True
2017,actor,sean hayes,will & grace,False
2017,actor,bob odenkirk,better call saul,False
2017,actor,peter dinklage,game of thrones,False
2017,actor,jason bateman,ozark,False
2017,actor,david harbour,stranger things,False
2017,actor,sterling k brown,this is us,True
2017,actor,timothée chalamet,call me by your name,False
2017,actor,gary oldman,darkest hour,True
2017,actor,daniel kaluuya,get out,False
2017,actor,james franco,the disaster artist,False
2017,supporting actor,steve carell,battle of the sexes,False
2017,supporting actor,willem dafoe,the florida project,False
2017,supporting actor,richard jenkins,the shape of water,False
2017,supporting actor,sam rockwell,three billboards outside ebbing missouri,True
2017,supporting actor,woody harrelson,three billboards outside ebbing missouri,False
2017,tv,alexander skarsgard,big little lies,True
2017,tv,geoffrey rush,genius,False
2017,tv,jeff daniels,godless,False
2017,tv,benedict cumberbatch,sherlock: the lying detective,False
2017,tv,robert de niro,the wizard of lies,False
2017,stunt,,baby driver,False
2017,stunt,,dunkirk,False
2017,stunt,,logan,False
2017,stunt,,war for the planet of the apes,False
2017,stunt,,wonder woman,True
2017,tv,,game of thrones,True
2017,tv,,glow,False
2017,tv,,homeland,False
2017,tv,,stranger things,False
2017,tv,,the walking dead,False
2016,picture,,captain fantastic,False
2016,picture,ann dowd,captain fantastic,False
2016,picture,annalise basso,captain fantastic,False
2016,picture,charlie shotwell,captain fantastic,False
2016,picture,erin moriarty,captain fantastic,False
2016,picture,frank langella,captain fantastic,False
2016,picture,george mackay,captain fantastic,False
2016,picture,kathryn hahn,captain fantastic,False
2016,picture,missi pyle,captain fantastic,False
2016,picture,nicholas hamilton,captain fantastic,False
2016,picture,samantha isler,captain fantastic,False
2016,picture,shree cooks,captain fantastic,False
2016,picture,steve zahn,captain fantastic,False
2016,picture,viggo mortensen,captain fantastic,False
2016,picture,,fences,False
2016,picture,denzel washington,fences,False
2016,picture,jovan adepo,fences,False
2016,picture,mykelti williamson,fences,False
2016,picture,russell hornsby,fences,False
2016,picture,saniyya sidney,fences,False
2016,picture,stephen mckinley henderson,fences,False
2016,picture,viola davis,fences,False
2016,picture,,hidden figures,True
2016,picture,aldis hodge,hidden figures,True
2016,picture,glen powell,hidden figures,True
2016,picture,janelle monáe,hidden figures,True
2016,picture,jim parsons,hidden figures,True
2016,picture,kevin costner,hidden figures,True
2016,picture,kirsten dunst,hidden figures,True
2016,picture,mahershala ali,hidden figures,True
2016,picture,octavia spencer,hidden figures,True
2016,picture,taraji p henson,hidden figures,True
2016,picture,,manchester by the sea,False
2016,picture,casey affleck,manchester by the sea,False
2016,picture,gretchen mol,manchester by the sea,False
2016,picture,kyle chandler,manchester by the sea,False
2016,picture,lucas hedges,manchester by the sea,False
2016,picture,matthew broderick,manchester by the sea,False
2016,picture,michelle williams,manchester by the sea,False
2016,picture,,moonlight,False
2016,picture,andré holland,moonlight,False
2016,picture,ashton sanders,moonlight,False
2016,picture,janelle monáe,moonlight,False
2016,picture,jharrel jerome,moonlight,False
2016,picture,mahershala ali,moonlight,False
2016,picture,naomie harris,moonlight,False
2016,picture,trevante rhodes,moonlight,False
2016,tv,,black-ish,False
2016,tv,anthony anderson,black-ish,False
2016,tv,deon cole,black-ish,False
2016,tv,jeff meacham,black-ish,False
2016,tv,jenifer lewis,black-ish,False
2016,tv,laurence fishburne,black-ish,False
2016,tv,marcus scribner,black-ish,False
2016,tv,marsai martin,black-ish,False
2016,tv,miles brown,black-ish,False
2016,tv,peter mackenzie,black-ish,False
2016,tv,tracee ellis ross,black-ish,False
2016,tv,yara shahidi,black-ish,False
2016,tv,,modern family,False
2016,tv,ariel winter,modern family,False
2016,tv,aubrey anderson-emmons,modern family,False
2016,tv,ed o'neill,modern family,False
2016,tv,eric stonestreet,modern family,False
2016,tv,jeremy maguire,modern family,False
2016,tv,jesse tyler ferguson,modern family,False
2016,tv,julie bowen,modern family,False
2016,tv,nolan gould,modern family,False
2016,tv,rico rodriguez,modern family,False
2016,tv,sarah hyland,modern family,False
2016,tv,sofia vergara,modern family,False
2016,tv,ty burrell,modern family,False
2016,tv,,orange is the new black,True
2016,tv,abigail savage,orange is the new black,True
2016,tv,adrienne c moore,orange is the new black,True
2016,tv,alan aisenberg,orange is the new black,True
2016,tv,annie golden,orange is the new black,True
2016,tv,beth dover,orange is the new black,True
2016,tv,blair brown,orange is the new black,True
2016,tv,brad william henke,orange is the new black,True
2016,tv,constance shulman,orange is the new black,True
2016,tv,dale soules,orange is the new black,True
2016,tv,danielle brooks,orange is the new black,True
2016,tv,dascha polanco,orange is the new black,True
2016,tv,diane guerrero,orange is the new black,True
2016,tv,elizabeth rodriguez,orange is the new black,True
2016,tv,emma myles,orange is the new black,True
2016,tv,jackie cruz,orange is the new black,True
2016,tv,james mcmenamin,orange is the new black,True
2016,tv,jessica pimentel,orange is the new black,True
2016,tv,jolen purdy,orange is the new black,True
2016,tv,julie lake,orange is the new black,True
2016,tv,kate mulgrew,orange is the new black,True
2016,tv,kimiko glenn,orange is the new black,True
